Year,Site,Habitat,Benthic Invertebrate Consumer,Browser,Brusher,Concealed Cropper,Corallivore,Cropper,Excavator,Herbivore/Detritivore,Omnivore,Piscivore,Scraper,Planktivore_exclusively,Fish Scale Consumer,Sediment Sucker,na,Unknown
2021,4,BA,20061.129999999994,3422.1,9778.100000000002,289.1,2709.8799999999997,1531.8400000000001,3748.3700000000003,NA,869.1700000000001,524.9,3004.12,NA,5.6,NA,NA,NA
2021,4,FO,7206.530000000001,1310.8999999999999,5637.57,2483.4900000000002,1255.49,1439.0200000000002,2955.7,38.36,5660.93,5426.9000000000015,4655.7,10683.050000000001,NA,NA,NA,NA
2021,4,FR,62417.24,169.9,2276.89,2131.02,3906.609999999999,490.11,4729.03,NA,4382.159999999999,2371,1573.1,NA,NA,NA,NA,NA
2021,5,BA,3990.1799999999994,318,6298.1,NA,1314.5000000000002,2959.5899999999997,6952.840000000001,NA,2803.3,487.6,12771.099999999999,2.04,NA,NA,NA,NA
2021,5,FO,7718.070000000001,1044.2,1340.84,1597.3999999999999,1203.57,1696.81,7390.800000000001,55.68,2922.62,1288.8,8747.64,3445.600000000001,3.14,NA,NA,NA
2021,5,FR,3626.899999999999,85,6804.83,3338.66,2175.3100000000004,426.23,2217.73,NA,6758.5599999999995,885.93,2353.93,1607.1499999999999,NA,NA,NA,NA
2021,6,BA,5151.470000000003,NA,2267.3,183.7,1067.08,1229.5,3093.5,NA,5008.32,806.4,9254.609999999997,311.20000000000005,NA,NA,NA,NA
2021,6,FO,6186.120000000002,5473.4000000000005,6739.79,1343.1999999999998,1712.3799999999999,8032.840000000001,15288,137.33999999999997,9423.860000000002,12458.5,10917,729.9200000000001,NA,NA,NA,NA
2021,6,FR,787.8499999999998,NA,1118.8600000000001,NA,1718.9099999999999,NA,324.94,NA,600.9200000000001,NA,8.77,130.41,NA,NA,NA,NA
2022,1,BA,2340.9599999999996,191.8,8827.9,222,491.4,5364.52,9057.09,NA,1442.26,264.3,3649.2099999999996,NA,NA,NA,NA,NA
2022,1,FO,3610.1599999999985,3239,6882.18,2821.73,1115.73,2603.53,4787.59,52.75,4208.66,25666.10000000001,2020.3999999999999,2968.3400000000006,NA,NA,NA,NA
2022,1,FR,2772.0700000000006,NA,12498.999999999996,7641.689999999999,2034.89,859.27,4738.11,NA,2805.870000000001,4342.8,4759.22,20.89,NA,NA,NA,NA
2022,2,BA,3829.8300000000004,65.1,8827.85,3525.5000000000005,1841.7599999999998,1008.82,4764.16,NA,1906.22,1511.8,10134.75,18.59,NA,NA,NA,NA
2022,2,FO,5305.410000000001,2065.2,9472.320000000002,2208.4,921.6000000000001,1849.7299999999998,3638.899999999999,26.79,2940.8799999999997,43802.50000000001,4847.04,10760.66,0.57,NA,NA,NA
2022,2,FR,12320.850000000002,3878.3000000000006,8353.759999999998,3613.5200000000004,2075.6000000000004,1000.3,15186.93,NA,2826.6900000000005,4372.8,8459.76,9.379999999999999,NA,NA,NA,NA
2022,3,BA,3366.23,159,4648.7,3246.3800000000006,2383.92,11390.600000000002,5949.100000000001,NA,1298.3500000000001,46732.4,4032.6999999999994,NA,NA,NA,NA,NA
2022,3,FO,2362.5099999999998,886.3000000000001,9346.43,1707.5,894.34,1519.48,5819.4000000000015,92.68,5045.279999999998,2051.1000000000004,2404.3999999999996,2655.76,NA,NA,NA,NA
2022,3,FR,12499.76,57.5,5413.3899999999985,4803.9800000000005,3847.7199999999993,934.57,8539.730000000003,29.56,5650.180000000001,2118.7000000000003,1006.51,29.82,NA,NA,-2,NA
2022,4,BA,3487.9000000000005,NA,7529.700000000002,289.1,614.3999999999999,1860.1,7594.6,1.86,1007.24,86.6,5346.9000000000015,NA,NA,NA,NA,NA
2022,4,FO,4272.460000000002,789.0999999999999,4404.27,1447.9,859.6899999999999,4481.139999999999,4140.499999999999,95.73,3747.0699999999997,5342.0999999999995,1108.4,2655.9900000000002,NA,NA,NA,NA
2022,4,FR,9413.649999999998,102.4,4223.340000000001,2471.57,3631.959999999999,653.1199999999999,4872.040000000001,3.63,5542.4699999999975,1664.67,554.32,NA,NA,NA,NA,NA
2022,5,BA,3386.4,403.40000000000003,6846.6,NA,1153.53,14206.93,5481.92,NA,1736.6100000000004,1017.7,7584.33,0.29,NA,NA,NA,NA
2022,5,FO,1543.5200000000002,504.4,1574.1299999999999,1375.1000000000001,885.1199999999999,5592.63,23296.200000000004,6.79,2741.3600000000006,910.0999999999999,11693.5,1110.2200000000003,NA,NA,NA,NA
2022,5,FR,9558.279999999999,371.4,7879.57,2900.7599999999998,2488.9,1006.6299999999999,5152.719999999999,NA,2432.6299999999997,1056.13,4262.7,1385.9,NA,NA,-3,NA
2022,6,BA,2570.33,NA,200,49.4,1327.7899999999997,2824.84,5127.460000000001,103.47,1990.8600000000004,148.1,10463.210000000001,70.94,2.66,NA,NA,NA
2022,6,FO,2244.58,3415.2999999999997,3821.63,1745.48,743.09,3163.1299999999997,20864.4,139.74,5205.459999999997,7424.799999999999,9248.300000000001,304.47,NA,NA,NA,NA
2022,6,FR,2184.2500000000005,NA,5207.3,212.29999999999998,4325.520000000001,347.37,19344.029999999995,NA,1585.1299999999999,912.8000000000001,6029.860000000001,16.29,NA,NA,NA,NA
